attractive_score,uid
0.0970349982380867,2173
0.6492030024528503,2185
0.07500000298023224,2683
0.07758619636297226,2695
0.695464015007019,2704
0.7563880085945129,2713
0.5049999952316284,2745
0.7796609997749329,2754
0.060869600623846054,2193
0.21086299419403076,2205
0.42162200808525085,2243
0.08522730320692062,2253
0.16279099881649017,2264
0.3485400080680847,2764
0.485615998506546,2773
0.027842199429869652,2284
0.08771929889917374,2303
0.20242199301719666,2325
0.036496300250291824,2345
0.3693690001964569,2355
0.2964650094509125,2384
0.06415089964866638,2393
0.12835800647735596,2405
0.5403730273246765,2414
0.3497940003871918,2843
0.15611399710178375,35
0.15555599331855774,55
0.4824410080909729,64
0.46593400835990906,84
0.22321400046348572,104
0.2270990014076233,113
0.2854689955711365,124
0.26338300108909607,133
0.19414900243282318,163
0.6625699996948242,173
0.3146600127220154,183
0.5823590159416199,204
0.3221830129623413,213
0.7153279781341553,245
0.44545501470565796,254
0.5649610161781311,263
0.7267079949378967,285
0.3967829942703247,293
0.06319700181484222,305
0.4675700068473816,314
0.7720040082931519,344
0.03619910031557083,354
0.16538499295711517,375
0.4941290020942688,383
0.18548400700092316,413
0.3321709930896759,444
0.441895991563797,464
0.45323699712753296,2855
0.05479450151324272,2863
0.5770490169525146,2873
0.16710899770259857,2885
0.14772699773311615,2895
0.43209901452064514,2905
0.4186049997806549,2923
0.07655499875545502,2435
0.5925930142402649,2443
0.09459459781646729,2473
0.20192299783229828,2954
0.5608109831809998,2963
0.5604649782180786,2974
0.6174780130386353,2513
0.3277589976787567,2534
0.16428600251674652,2543
0.03472220152616501,3015
0.42361098527908325,3025
0.41666701436042786,3034
0.1923079937696457,3044
0.055045899003744125,3063
0.38339900970458984,3084
0.10679599642753601,2575
0.49909600615501404,2584
0.44280099868774414,2595
0.33488398790359497,2604
0.5096229910850525,2615
0.2886179983615875,3093
0.4268830120563507,3114
0.20000000298023224,3154
0.5123969912528992,3165
0.13846200704574585,2694
0.11913400143384933,2703
0.06741569936275482,3173
0.025773199275135994,3203
0.29714301228523254,3224
0.5925229787826538,2753
0.5618559718132019,2763
0.784555971622467,3283
0.038095198571681976,3295
0.33757999539375305,2784
0.03478259965777397,2793
0.05213269963860512,2805
0.6732670068740845,2815
0.10778400301933289,3335
0.2380950003862381,625
0.03787880018353462,633
0.04242419824004173,644
0.125,673
0.3592810034751892,693
0.5831779837608337,703
0.1733669936656952,714
0.4380840063095093,735
0.015873000025749207,3393
0.02614380046725273,3403
0.0853658989071846,2854
0.026455000042915344,2884
0.10964900255203247,2894
0.04347829893231392,2904
0.15625,2935
0.14655199646949768,3425
0.7122640013694763,3445
0.4521859884262085,2994
0.16527199745178223,3005
0.6881719827651978,3485
0.6491600275039673,3494
0.10317499935626984,3503
0.028301900252699852,3535
0.22424200177192688,3033
0.09090910106897354,3043
0.04225350171327591,3075
0.4134620130062103,745
0.05016719922423363,755
0.226950004696846,773
0.7947019934654236,794
0.04135340079665184,825
0.6923080086708069,834
0.07805909961462021,845
0.25,853
0.19500799477100372,34
0.05805959925055504,45
0.2987619936466217,54
0.16696900129318237,63
0.1337050050497055,75
0.669090986251831,83
0.7688149809837341,95
0.4448600113391876,103
0.18045100569725037,145
0.5042650103569031,195
0.22972999513149261,203
0.1860470026731491,225
0.09652510285377502,235
0.6474289894104004,244
0.04312669858336449,253
0.662759006023407,275
0.19241799414157867,284
0.48831799626350403,904
0.5444899797439575,915
0.14436599612236023,924
0.7623400092124939,933
0.5682380199432373,943
0.3232559859752655,304
0.5791170001029968,335
0.05917159840464592,343
0.11944200098514557,353
0.47233399748802185,365
0.328125,374
0.5285999774932861,393
0.8535280227661133,953
0.14285700023174286,974
0.4406780004501343,425
0.19949500262737274,475
0.07894740253686905,1054
0.20833300054073334,1075
0.3747510015964508,1114
0.09316769987344742,1123
0.07222220301628113,1133
0.6911519765853882,1175
0.5665320158004761,505
0.5557519793510437,513
0.5622360110282898,525
0.418146014213562,534
0.3930230140686035,555
0.07058820128440857,585
0.2681559920310974,595
0.052369099110364914,605
0.23376600444316864,1184
0.11399000138044357,1205
0.10144899785518646,1235
0.43809500336647034,1244
0.06736709922552109,614
0.24590200185775757,624
0.11210799962282181,655
0.09401710331439972,665
0.11157000064849854,713
0.44516101479530334,1273
0.21681399643421173,1303
0.03333330154418945,723
0.37432199716567993,733
0.0272109005600214,744
0.05172409862279892,753
0.49852100014686584,793
0.5807499885559082,805
0.04938270151615143,814
0.14354099333286285,824
0.4094490110874176,833
0.05642630159854889,1325
0.08865980058908463,1333
0.0397351011633873,1343
0.25918400287628174,1355
0.17857100069522858,1374
0.5682010054588318,1394
0.06896550208330154,1423
0.24972699582576752,1435
0.058365799486637115,1454
0.7851679921150208,1465
0.5205479860305786,844
0.5367090106010437,895
0.2800000011920929,903
0.49396398663520813,914
0.6106439828872681,923
0.46558699011802673,1494
0.19844399392604828,1503
0.05454549938440323,1545
0.1135139986872673,963
0.317903995513916,995
0.3688269853591919,1035
0.23293200135231018,1045
0.21330299973487854,1563
0.3402779996395111,1575
0.5521780252456665,1584
0.12629400193691254,1593
0.38847899436950684,1605
0.32507699728012085,1613
0.2626259922981262,1053
0.07692310214042664,1065
0.7338619828224182,1074
0.14197300374507904,1085
0.09210529923439026,1095
0.05189619958400726,1634
0.7477920055389404,1643
0.47477099299430847,1665
0.38523000478744507,1684
0.5518370270729065,1695
0.3578430116176605,1105
0.05769230052828789,1113
0.2332019954919815,1155
0.03484319895505905,1164
0.6458770036697388,1725
0.4076870083808899,1733
0.28584998846054077,1755
0.07971010357141495,1765
0.4867810010910034,1174
0.25690600275993347,1193
0.44395899772644043,1204
0.46778398752212524,1215
0.5781040191650391,1224
0.054973799735307693,1234
0.04469269886612892,1243
0.07269500195980072,1265
0.6418600082397461,1285
0.46218499541282654,1794
0.3519740104675293,1835
0.2773439884185791,1844
0.0810810998082161,1864
0.15384599566459656,1874
0.2857140004634857,1895
0.5348560214042664,1904
0.2546820044517517,1915
0.16080400347709656,1924
0.533519983291626,1315
0.19289299845695496,1324
0.659483015537262,1353
0.43068400025367737,1385
0.4978019893169403,1934
0.08333329856395721,1943
0.3405799865722656,1953
0.5398859977722168,1984
0.2554740011692047,1393
0.4960840046405792,1405
0.06635069847106934,1414
0.5662339925765991,1434
0.29211100935935974,1453
0.6736050248146057,1464
0.4266369938850403,2003
0.7125750184059143,1475
0.6102399826049805,1493
0.6256979703903198,1535
0.5505520105361938,2064
0.5690810084342957,2084
0.17223699390888214,2093
0.07999999821186066,2104
0.8102409839630127,2113
0.6290910243988037,1574
0.3359290063381195,1583
0.6556289792060852,1604
0.125,1625
0.05555560067296028,1633
0.19780899584293365,1664
0.7002800107002258,1673
0.10276699811220169,1683
0.10563399642705917,1694
0.13071900606155396,2135
0.6805369853973389,2144
0.4406780004501343,2184
0.04885990172624588,2215
0.0895237997174263,2263
0.6314910054206848,2275
0.25423699617385864,2293
0.657692015171051,1704
0.5062389969825745,1724
0.027272699400782585,1775
0.5146200060844421,2324
0.4114829897880554,2354
0.4637390077114105,2364
0.1682240068912506,2375
0.19822999835014343,1793
0.3284670114517212,1804
0.6189020276069641,1815
0.13488399982452393,1824
0.19205300509929657,1834
0.052401699125766754,1843
0.4817279875278473,1855
0.5099260210990906,1873
0.3248179852962494,1885
0.10826899856328964,1894
0.527999997138977,1903
0.11528799682855606,1923
0.806988000869751,2383
0.22105300426483154,3125
0.3898879885673523,3144
0.041666701436042786,3585
0.5284810066223145,3603
0.642857015132904,3623
0.43386200070381165,3153
0.045751601457595825,3185
0.17880800366401672,3194
0.04347829893231392,3244
0.12935300171375275,3255
0.1936510056257248,3703
0.021126799285411835,3723
0.5086709856987,3735
0.15351800620555878,3744
0.0872483029961586,3753
0.13705599308013916,3773
0.21428599953651428,2413
0.048034898936748505,3334
0.3663789927959442,3785
0.3651379942893982,3854
0.04411759972572327,3365
0.764706015586853,3375
0.4352000057697296,3384
0.02777780033648014,3883
0.6989840269088745,3924
0.7095239758491516,3934
0.375,3963
0.48642000555992126,3983
0.12834200263023376,4004
0.5647280216217041,3443
0.6615380048751831,3484
0.1049719974398613,3493
0.656370997428894,3534
0.6447809934616089,4034
0.13157899677753448,4045
0.47598299384117126,4053
0.055525198578834534,3575
0.06829269975423813,3584
0.581013023853302,3594
0.47706401348114014,3634
0.051162801682949066,4095
0.24621200561523438,4144
0.47484299540519714,3643
0.028037400916218758,3655
0.1463409960269928,3713
0.41304299235343933,4195
0.1991340070962906,4205
0.02702699974179268,3743
0.0655737966299057,3784
0.6098309755325317,4253
0.32499998807907104,3815
0.2579370141029358,3825
0.13636399805545807,3844
0.28717899322509766,3853
0.6488760113716125,4295
0.484375,4305
0.08045359700918198,1965
0.5981789827346802,1975
0.14832499623298645,1983
0.4759620130062103,2495
0.05000000074505806,2525
0.3959999978542328,2015
0.17098399996757507,2025
0.1333329975605011,2045
0.11538500338792801,2533
0.3409090042114258,2574
0.3580250144004822,2594
0.390625,2603
0.5441020131111145,2063
0.12974099814891815,2083
0.2965880036354065,2103
0.4508199989795685,2613
0.585902988910675,2675
0.14898400008678436,2134
0.32046300172805786,2143
0.13273000717163086,2715
0.41635000705718994,2724
0.3408240079879761,2195
0.6472790241241455,2213
0.27683600783348083,2225
0.0872092992067337,2255
0.6083089709281921,2775
0.14970099925994873,2783
0.12562799453735352,2804
0.08163270354270935,2814
0.23890799283981323,2274
0.17730499804019928,2305
0.5978649854660034,2315
0.10780700296163559,2335
0.01875000074505806,2353
0.1857140064239502,2363
0.22916699945926666,2374
0.675948977470398,2395
0.03636360168457031,2424
0.30208298563957214,2893
0.4049839973449707,2903
0.6152049899101257,2914
0.36029401421546936,2934
0.08609270304441452,2943
0.4474709928035736,2445
0.2323939949274063,2464
0.14673900604248047,2494
0.04545449838042259,2993
0.3626979887485504,3013
0.607142984867096,2524
0.5511810183525085,3074
0.25392699241638184,3095
0.3308820128440857,3105
0.6815289855003357,2573
0.42069000005722046,2634
0.3212850093841553,3133
0.460783988237381,3143
0.08074530214071274,2654
0.056818198412656784,2674
0.4448600113391876,2684
0.6886100172996521,2705
0.35593199729919434,3184
0.47580599784851074,3205
0.23626400530338287,3243
0.4905659854412079,3253
0.765999972820282,2723
0.08421050012111664,2755
0.028037400916218758,2774
0.5718950033187866,3285
0.07407409697771072,3293
0.031339000910520554,3304
0.28455299139022827,2795
0.38888901472091675,2803
0.3313249945640564,2813
0.1304350048303604,2824
0.03144650161266327,2834
0.5669569969177246,2844
0.04347829893231392,3333
0.4930970072746277,3364
0.09615380316972733,3374
0.033112600445747375,3383
0.18823499977588654,2865
0.5579710006713867,2874
0.39615398645401,2913
0.19431300461292267,3414
0.11428599804639816,3423
0.030150799080729485,3455
0.12875500321388245,2924
0.2058819979429245,2955
0.2483370006084442,2965
0.09565220028162003,2975
0.43333300948143005,2984
0.5178149938583374,3003
0.4842109978199005,3505
0.0542168989777565,3514
0.3100000023841858,3524
0.028846200555562973,3533
0.10714299976825714,3045
0.035714298486709595,3064
0.7845370173454285,3554
0.13636399805545807,3565
0.038251399993896484,3574
0.08808290213346481,3605
0.37984499335289,3085
0.6296300292015076,3094
0.12134800106287003,3104
0.3382349908351898,3115
0.07142859697341919,3123
0.21408499777317047,3155
0.09696970134973526,3175
0.5096150040626526,3183
0.039772700518369675,3615
0.009433959610760212,3225
0.4224269986152649,3234
0.13620099425315857,3284
0.05999999865889549,3683
0.12264200299978256,3695
0.5034199953079224,3705
0.40689700841903687,3725
0.04838709905743599,3733
0.18055599927902222,3755
0.1597689986228943,3303
0.29002299904823303,3344
0.024154599756002426,3363
0.4634149968624115,3765
0.20689700543880463,3775
0.6945239901542664,3783
0.5281069874763489,3795
0.21466000378131866,3814
0.4703199863433838,3824
0.06787329912185669,3833
0.01595740020275116,3373
0.6576089859008789,3404
0.3712120056152344,3435
0.08181820064783096,3843
0.0896226018667221,3885
0.07012990117073059,3945
0.40585801005363464,3955
0.22439000010490417,3995
0.2666670083999634,3464
0.03883500024676323,3495
0.012903200462460518,3513
0.09410110116004944,3523
0.049180299043655396,3564
0.6836029887199402,4014
0.42222198843955994,4024
0.03870970010757446,3624
0.02857140079140663,3645
0.21578900516033173,4074
0.3089430034160614,4114
0.026086999103426933,3694
0.134211003780365,3724
0.40182599425315857,4155
0.21428599953651428,3764
0.20904000103473663,3774
0.10891100019216537,4325
0.01986760087311268,4345
0.5100290179252625,4354
0.1468529999256134,4363
0.09836070239543915,4374
0.5901020169258118,4383
0.33108100295066833,4425
0.42082101106643677,3863
0.06956519931554794,3893
0.1624550074338913,3915
0.29245299100875854,3923
0.34677401185035706,4015
0.015444000251591206,4435
0.008695649914443493,4445
0.4330900013446808,4493
0.203125,4134
0.4497990012168884,4143
0.5993090271949768,4544
0.3488369882106781,4173
0.056497201323509216,4204
0.7507889866828918,4213
0.6037459969520569,4613
0.4610779881477356,4635
0.13953499495983124,4234
0.4569540023803711,4265
0.19927500188350677,4294
0.09386280179023743,4664
0.19166700541973114,4674
0.2758620083332062,4693
0.1182359978556633,4704
0.1923079937696457,4743
0.36000001430511475,4764
0.5260869860649109,4795
0.45772600173950195,4823
0.4761900007724762,4845
0.07142859697341919,4313
0.015384599566459656,4324
0.3284670114517212,4333
0.20279699563980103,4344
0.0970148965716362,4353
0.04424779862165451,4373
0.3233329951763153,4415
0.60207599401474,4433
0.6948720216751099,4514
0.06611569970846176,4565
0.0703125,4575
0.015267199836671352,4643
0.05084750056266785,4653
0.725409984588623,4673
0.07835820317268372,4715
0.34676000475883484,4755
0.022556399926543236,4763
0.517162024974823,4813
0.06211179867386818,4835
0.3417719900608063,4843
0.10112400352954865,4893
0.3341290056705475,4953
0.06779660284519196,4974
0.05925929918885231,5003
0.7740960121154785,5033
0.09967850148677826,5085
0.5568860173225403,5125
0.6155300140380859,5144
0.6182940006256104,5173
0.7295600175857544,5215
0.05263160169124603,5234
0.8082190155982971,5254
0.3224489986896515,5265
0.12048199772834778,5275
0.6070510149002075,5305
0.1834859997034073,5315
0.42452800273895264,5344
0.4958679974079132,5385
0.24424000084400177,5394
0.6891189813613892,5415
0.7388889789581299,5423
0.05369130149483681,5445
0.4603770077228546,5515
0.02484470047056675,5523
0.16666699945926666,5533
0.04511279985308647,5565
0.11538500338792801,5613
0.6927940249443054,5625
0.38192400336265564,5635
0.06896550208330154,5654
0.20408199727535248,5664
0.5339620113372803,5673
0.05691060051321983,5713
0.03478259965777397,5795
0.6066250205039978,5813
0.39583298563957214,5893
0.32231399416923523,4913
0.4965989887714386,5964
0.07894740253686905,6005
0.03999999910593033,4944
0.31629401445388794,4954
0.4836220145225525,4964
0.4144740104675293,6035
0.09195400029420853,6093
0.1241379976272583,5034
0.33865800499916077,5044
0.12135899811983109,5094
0.0735786035656929,5103
0.23762400448322296,5114
0.1953119933605194,5145
0.2558639943599701,5155
0.3482140004634857,5165
0.029999999329447746,6105
0.029761899262666702,6124
0.054347798228263855,6154
0.0932203009724617,6234
0.19444400072097778,6315
0.044025201350450516,6325
0.3644689917564392,6344
0.2885249853134155,6354
0.18333299458026886,6384
0.2795279920101166,6415
0.15199999511241913,6425
0.3449130058288574,5325
0.10270299762487411,5345
0.5151519775390625,6503
0.20940199494361877,5373
0.5033109784126282,5424
0.07000000029802322,5453
0.31051599979400635,5464
0.24752500653266907,5543
0.015306100249290466,5553
0.7705960273742676,5573
0.07741940021514893,5605
0.039682500064373016,5665
0.2588239908218384,5674
0.5913980007171631,6543
0.05263160169124603,6553
0.3138970136642456,6574
0.04232800006866455,6585
0.563169002532959,6593
0.0974728986620903,6613
0.08680559694766998,6635
0.4212769865989685,6654
0.6018959879875183,6663
0.05172409862279892,3794
0.2857140004634857,3813
0.5774649977684021,4244
0.00680272001773119,4264
0.5544549822807312,4285
0.05357139930129051,3884
0.6786230206489563,4303
0.05714289844036102,4385
0.056818198412656784,4404
0.6916130185127258,4423
0.12182699888944626,3904
0.057291701436042786,3913
0.36299800872802734,3925
0.13438700139522552,3935
0.07623320072889328,3954
0.03200000151991844,3964
0.20052799582481384,3984
0.30452701449394226,4443
0.2545450031757355,4453
0.5107300281524658,4475
0.0340426005423069,4054
0.3969070017337799,4065
0.13013699650764465,4553
0.3017539978027344,4124
0.6656630039215088,4145
0.1348309963941574,4154
0.08837209641933441,4163
0.09090910106897354,4175
0.04201680049300194,4595
0.7422839999198914,4605
0.4602369964122772,4615
0.025380700826644897,4624
0.7847679853439331,4633
0.03603599965572357,4183
0.09150329977273941,4254
0.5094339847564697,4263
0.12149500101804733,4273
0.4088979959487915,4284
0.7162579894065857,4724
0.17241400480270386,4734
0.07296139746904373,4784
0.029978599399328232,4793
0.30801698565483093,4825
0.10691799968481064,4834
0.21086299419403076,4355
0.05263160169124603,4365
0.4622949957847595,4375
0.7899069786071777,4403
0.6968910098075867,4464
0.5392000079154968,4535
0.31722700595855713,4545
0.13899600505828857,4563
0.04745759814977646,4593
0.12093000113964081,4604
0.33877599239349365,4614
0.34798499941825867,4655
0.13750000298023224,4695
0.05882349982857704,4705
0.7729259729385376,4713
0.38982999324798584,4723
0.4124850034713745,4744
0.17647099494934082,4783
0.11764699965715408,4833
0.1976740062236786,4855
0.048611100763082504,4863
0.7495399713516235,4945
0.40088099241256714,4984
0.35260099172592163,5023
0.27034100890159607,5065
0.095238097012043,5073
0.08121830224990845,5083
0.04601230099797249,5095
0.17441900074481964,5104
0.2993200123310089,5133
0.8057550191879272,5175
0.7675840258598328,5204
0.5179280042648315,5263
0.6693879961967468,5283
0.424019992351532,5365
0.5587390065193176,5434
0.5311530232429504,5465
0.4843209981918335,5503
0.7995390295982361,5535
0.6118720173835754,5644
0.10924399644136429,5683
0.03478259965777397,5723
0.4418930113315582,5733
0.4551999866962433,5743
0.4957979917526245,5753
0.5353419780731201,5805
0.3007810115814209,5883
0.03773580119013786,5904
0.1612900048494339,5933
0.15789499878883362,5944
0.29258498549461365,5955
0.058333300054073334,4864
0.5063689947128296,4874
0.05982910096645355,4883
0.0645160973072052,5994
0.6279860138893127,6014
0.7518519759178162,6024
0.15555599331855774,6033
0.08045980334281921,6043
0.545861005783081,4924
0.6840440034866333,4985
0.04137929901480675,4993
0.6581199765205383,5055
0.5251020193099976,5074
0.05172409862279892,5124
0.40761899948120117,5195
0.04761900007724762,5233
0.0311111006885767,5243
0.025640999898314476,5253
0.02739729918539524,6073
0.48588401079177856,6183
0.05555560067296028,6194
0.026548700407147408,6223
0.06666669994592667,6243
0.007142859976738691,6255
0.13616999983787537,6284
0.362868994474411,6294
0.1774190068244934,6364
0.3945089876651764,6394
0.051851898431777954,6405
0.20258599519729614,6413
0.681689977645874,5274
0.8112239837646484,5304
0.15602800250053406,6673
0.3404259979724884,6693
0.42482298612594604,6705
0.7053139805793762,6735
0.0765765979886055,6785
0.6229509711265564,6805
0.34627801179885864,6814
0.34352099895477295,6823
0.7326200008392334,6835
0.36444398760795593,6893
0.6764709949493408,6904
0.44887301325798035,5763
0.07103829830884933,5775
0.11538500338792801,5804
0.5359060168266296,5815
0.6960780024528503,5895
0.07964599877595901,5903
0.07594940066337585,5923
0.6544849872589111,5943
0.3536899983882904,5953
0.2700960040092468,5965
0.44270798563957214,5983
0.1345449984073639,6013
0.07692310214042664,6023
0.1527779996395111,6054
0.29838699102401733,6094
0.6851630210876465,6193
0.14285700023174286,7005
0.6276080012321472,7045
0.3042449951171875,7084
0.025157200172543526,7195
0.3893809914588928,7213
0.4838710129261017,7223
0.24358999729156494,7253
0.7413190007209778,7265
0.041666701436042786,7295
0.11445800215005875,7305
0.6899219751358032,7315
0.32417601346969604,7324
0.4855070114135742,7334
0.3618679940700531,6235
0.5922459959983826,6275
0.12953400611877441,6293
0.10999999940395355,6373
0.19741100072860718,6443
0.49938198924064636,6453
0.04929580166935921,6513
0.2785089910030365,6544
0.5821059942245483,6564
0.44318199157714844,6595
0.6264860033988953,7385
0.5174509882926941,7394
0.4926620125770569,6605
0.5321890115737915,6614
0.4983609914779663,6655
0.49651598930358887,7424
0.019999999552965164,7443
0.325203001499176,7455
0.337348997592926,7475
0.09740260243415833,7485
0.21862299740314484,7513
0.5192310214042664,7615
0.3069309890270233,7635
0.04494379833340645,7645
0.058333300054073334,7664
0.6207669973373413,7683
0.43389201164245605,7694
0.4913789927959442,7754
0.4980989992618561,6685
0.36363598704338074,6714
0.6157640218734741,6764
0.2205680012702942,6824
0.3283019959926605,6855
0.08264459669589996,6865
0.48262500762939453,6875
0.024242399260401726,6905
0.3830850124359131,6933
0.3061220049858093,6955
0.09132420271635056,6973
0.5479999780654907,7783
0.865979015827179,7814
0.3677990138530731,7825
0.14084500074386597,7013
0.06206899881362915,7033
0.031645599752664566,7054
0.08127210289239883,7855
0.4486370086669922,7864
0.06321839988231659,7063
0.7307689785957336,7085
0.14159299433231354,7094
0.04651160165667534,7103
0.49122801423072815,7994
0.18181799352169037,8014
0.542976975440979,8113
0.11057700216770172,8193
0.3027139902114868,8203
0.6184689998626709,8215
0.5607479810714722,7133
0.4424239993095398,7143
0.5111110210418701,7163
0.5477859973907471,7204
0.6083059906959534,7224
0.3696970045566559,7254
0.3098039925098419,7325
0.13761499524116516,8243
0.4425239861011505,8253
0.21929800510406494,8265
0.05357139930129051,8293
0.35652199387550354,7335
0.3245469927787781,7343
0.4763779938220978,7355
0.1756269931793213,7364
0.6571840047836304,7375
0.04635759815573692,7395
0.658722996711731,8354
0.5763159990310669,7444
0.26991701126098633,8395
0.17749999463558197,8404
0.742222011089325,8413
0.015267199836671352,7514
0.5550659894943237,8445
0.08805029839277267,8465
0.5146669745445251,8505
0.04444440081715584,8515
0.5363410115242004,8525
